playerId,playerName,deviceId,soccerFieldId,raw_time,epoch_time,session,latitude,longitude,altitude,satellite,pdop,speed,heading,accX,accY,accZ,rotX,rotY,rotZ,pitch,roll,temp,step,crc,cnt,synced
,,,,1776018035.89999985694885254,12.04.2026 18:20:35.899,1,48.24034882,16.33673668,217.19900513,17,1.90999997,0.03800000,225.42816162,3786,2476,6338,-73,147,-65,-30.23353577,18.08033943,-4000,1,16175,43521,0
,,,,1776018036.39999961853027344,12.04.2026 18:20:36.399,1,48.24034882,16.33673668,217.22300720,17,1.65999997,0.04200000,225.42816162,3982,2548,6306,-31,102,-70,-29.92869186,17.68330956,-4032,0,26257,43522,0
,,,,1776018036.89999938011169434,12.04.2026 18:20:36.899,1,48.24034882,16.33673668,217.27600098,17,1.65999997,0.06200000,225.42816162,3652,2428,6294,-61,-27,-211,-29.50711823,17.73662949,-4032,0,44351,43523,0
,,,,1776018037.39999914169311523,12.04.2026 18:20:37.399,1,48.24035263,16.33673668,217.31100464,16,1.65999997,0.03300000,225.42816162,3862,2578,6328,-30,-7,-127,-29.80989265,17.49261284,-4032,0,39892,43524,0
,,,,1776018037.89999890327453613,12.04.2026 18:20:37.899,1,48.24035263,16.33673668,217.35499573,17,1.65999997,0.03000000,225.42816162,3824,2476,6410,7,142,-172,-29.65572929,17.29259491,-4000,0,44901,43525,0
,,,,1776018038.39999866485595703,12.04.2026 18:20:38.399,1,48.24035263,16.33673668,217.40199280,18,1.62000000,0.02200000,225.42816162,3726,2404,6458,-34,207,-88,-28.85254097,17.87141228,-4016,0,64130,43526,0
,,,,1776018038.89999842643737793,12.04.2026 18:20:38.899,1,48.24035263,16.33673668,217.43899536,18,1.62000000,0.05200000,225.42816162,3632,2376,6418,22,-52,-230,-28.26485825,17.83053017,-4016,0,10880,43527,0
,,,,1776018039.39999818801879883,12.04.2026 18:20:39.399,1,48.24035263,16.33673668,217.46099854,18,1.62000000,0.03900000,225.42816162,3696,2560,6576,57,-8,-101,-28.00998306,17.97961807,-4000,0,47040,43528,0
,,,,1776018039.89999794960021973,12.04.2026 18:20:39.899,1,48.24035263,16.33673668,217.48699951,18,1.62000000,0.03700000,225.42816162,3772,2308,6440,-37,149,-93,-28.23309326,17.86801529,-4000,0,43388,43529,0
,,,,1776018040.39999771118164062,12.04.2026 18:20:40.399,1,48.24035263,16.33673668,217.50300598,17,1.62000000,0.04100000,225.42816162,3936,2538,6220,156,304,631,-28.35840797,17.56544304,-4032,0,54367,43530,0
,,,,1776018040.89999747276306152,12.04.2026 18:20:40.899,1,48.24035263,16.33673668,217.52400208,18,1.62000000,0.02700000,225.42816162,3768,2238,6506,31,76,-85,-27.49505424,16.78985596,-4000,0,384,43531,0
,,,,1776018041.39999723434448242,12.04.2026 18:20:41.399,1,48.24035263,16.33673668,217.49499512,18,1.62000000,0.04500000,225.42816162,3460,2204,6634,97,2,-42,-27.40506363,16.79772949,-4000,0,7587,43532,0
,,,,1776018041.89999699592590332,12.04.2026 18:20:41.899,1,48.24035263,16.33673668,217.51100159,18,1.62000000,0.05400000,225.42816162,3542,2370,6562,-33,-238,-198,-27.22923470,17.15040207,-4000,0,7762,43533,0
,,,,1776018042.39999675750732422,12.04.2026 18:20:42.399,1,48.24035263,16.33673668,217.54800415,18,1.62000000,0.02200000,225.42816162,3628,2248,6490,36,-105,-60,-27.00414467,16.92648697,-4016,0,12330,43534,0
,,,,1776018042.89999651908874512,12.04.2026 18:20:42.899,1,48.24035645,16.33673668,217.54600525,18,1.85000002,0.06600000,225.42816162,3574,2254,6706,64,-209,-38,-26.68374634,17.30942154,-3984,0,20327,43535,0
,,,,1776018043.39999628067016602,12.04.2026 18:20:43.399,1,48.24035645,16.33673668,217.54299927,18,1.85000002,0.05100000,225.42816162,3746,2294,6594,-267,141,-185,-27.25096321,16.66712952,-4016,0,22529,43536,0
,,,,1776018043.89999604225158691,12.04.2026 18:20:43.899,1,48.24035645,16.33673668,217.53700256,17,1.85000002,0.04700000,225.42816162,3664,2124,6370,70,-97,43,-26.70320702,17.10673714,-4016,0,318,43537,0
